sentimen,komentar
positive,"alhamdulillahhh... ada juga yang ngepost ayangnya Ibel.... biarin deh damai seisi dunia.... masing2 sdh punya pasangan, jadi engga ada lg yang bilang Ibel PHO.... Happy b""day Ibel"
positive,"Ini kakaknya murid2ku waktu msh ngajar di sekolah internasional mihil. Anaknya cantik2 dan si ibu dan bpk ramah dan baik bngt. Seluruh sepupunya di sekolah yg sama, yg uang masuknya aja 70 jtan lbh/siswa. G tau skrg brp."
positive," <USERNAME> justru karena ka bella sholehah, punya penghasilan sendiri, dan cantik jadi Allah mau kasih jodoh yang lebih baik lagi.."
positive,"Mbak bela, nikahnya berdasarkan atas dasar agama mbak yg diutamakan ya. Biar laki2nya dpt yg baik. Saya yakin banyak laki2 yg baik dan kaya raya yg mau nikahin mbak"
positive,Duh geulis kitu ditinggal sama yg 'itu' duuuhhhh hahaha jodohnya pasti Allah kasih yg lebih baik Teeeh ??
positive,"Bu Ameeel.... udah lama ga ke bank,kangen bu Amel yg cantik,ramah,baik ama kangen tentengannya hihiii ????. Nanya si mba bu Amelnya pindah rumah dan lg hamil. Sehat2 yaa bu Amel,salam buat Annabel"
positive,"Ambil positifnya aja mbak toh oma nani yang menjalankan, mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu  <USERNAME>"
positive,"Alesha arti namanya : Yang dilindungi Allah....aamiin yra, ya nak...."
positive,Semoga anak nya bsok pas bangun langsung jd dewasa biar bisa bakal jodoh saya???? pasti gedenya ntar sama cakep kek kakaknya Fahri..
positive,min mnta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini. Aamiin
positive,"Waaah.... Hamil Malah makin cantik, cew kali yeee debay nya.... ??"
positive,mba acha cantik banget banget banget !! buat calon ibu yg blm d kasih momongan sm Allah smoga di segerakan ya ??
positive,"Gemulai'nya Momo,, Bak Putri keraton Jawa,,, semoga bersatu selama'nya dan cuma Maut yg memisah'kan,, Gbu..."
positive,Berasa kaya mau manggung kk  <USERNAME> ?? semoga lancar dan cepat punya momongan biar Ada Princess Kecil MoMo atau gak prince ??
positive,"waaahhh sm dokter sigit ya, ini dokter the best banget, baik banget, humble orgnya, recomend banget buat yg mau program dan kehamilan ??"
positive,"Ashanti bunda the best, Slalu belain/support anaknya. Mskipun bkn ank kndung??"
positive,Smua orng berhak untuk melakukan apapun yg mereka suka.. Asal g mrugikan dirinya ataupun ornglain.. Mau aurel dandan berlebihan atau natural itu hak dia.. Apalagi aurel pinter banget dandannya.. Kliatan cantiiik banget.. ????
positive,Beruntung si aurel dpt ibu sambung kaya ashanti .  <USERNAME>
positive,salut ma bunda  <USERNAME> .. mskipun ibu sambung.. tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters..
positive,"Keren ya ashanty segitu sayangnya sama anak nya(padahal bukan anak kandung), yang ibu kandung aja blm tentu begitu. Ini orang hatinya kek bidadari di tv tv. Beruntung banget itu aurel azriel punya ibu tiri macam dia"
positive,"Salut buat Bunda  <USERNAME> slalu yg trdpan melindungi ank""yh...mngalahin ibu kandung sndri yg cma Diam ajj...bt aurel pa yg slah pd dya jga Manusia ciptaan Allah klau pun Dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti Aurel yg lbh baek n bgs dri yg nyinyiiir.."
positive,Ibu tiri terhebat..... Ntr palingan klo dah 20an dia baru perawatan .skrg msh muda kasian klo di paksa perawatan .cm ya paling tutup mata tutup kuping skrg mah
positive," <USERNAME> aurel itu cantik tau. Pernah liat asli nya kok. Org sirik itu yg menjelek jelekannya. Padahal muka sendiri belum tente lebih cantik dan muda daripada aurel. aurel difoto nampak putib bilangnya suntik putih, kelihatan hitam dibilang gk bisa ra"
positive," <USERNAME> Astagfirullah... Mbak tolong ucapannya dijaga ya, ALLAH menciptakan manusia dengan sempurna, kok mbak ngomongnya kayak gitu. Aurel cantik kok, wajar manusia ada kekurangannya. Dan mbak Ashanti wajar belain anaknya, bukan caper ya mbak, sia"
positive,"aurel itu perempuan hebat, ingat bgt kejadian zaman pipi mimi ny & dilihat didepan mata dia sendiri. Ga semua anak bs strong kyk dia. Yg nyinyir pasti iri krn aurel bs punya keluarga bahagia kyk skrg. Yg blg bundanya Ash lebay, mungkin blm punya anak. Hati2 sayang..km jg perempuan, nanti bakal jd ibu. Bayangin anakmu yg jd korban bully ??"
positive,Ganteng... Ini klo ga salah managernya.. semoga d lancarkan yaa..
positive,"Mukanya mirip ,,,insya Allah jodoh dunia akhirat mbk  <USERNAME> amiiii"
positive,Cantik banggeett ya kak depe.. ???? gk keliatan loh klo dy pernah nikah.. seperti msh gadis wajah nya.. cantik ???????????? semoga lancar sampai hari H kak depe.. bahagia dunia akhirat aammiinnn ??
positive,Dadddd :( Semoga bisa dateng yaaa & untuk papa-papa diluar sana. Semoga sehat selalu & bisa menjadi saksi anak-anaknya saat menikah. AAMIIN!????
positive,Semoga dilancarkan nikahnya dan ayahnya lekas ditemukan dalam keadaan sehat tanpa kurang suatu apapun :)
positive,Semoga aja nikahannya lancar y mb. Jgn berlarut sedih kl bapak tirinya gak datang yg penting bapak kandung datang. Mungkin sj ada alasan anak kandung dari bapak tersebut melarang. Mungkin sj bapak itu udah balikan sama istri pertamanya. Dan kl sibapak datang itu berrti akan mengingatkan cerita lama. Mungkin yaa..
positive,"Yea pak polisinya pinter hahahaha.. langsung belok, SIM nembak, gatau rambu2. Malah minta surat perintah yaelah lu pikir rumah lu mau digeledah ??"
positive,Ini mau nikah lagi baguass deh smoga kelak jd kluarga yg samawa
positive,Lucu.... suaranya kak abbey cantik kayak orang nya.... ?????????????? terharu....
positive,Pernah ketemu sama mba artika sari disesemall di Jakarta...ampunnn ayunee...mana semampai....murah senyummm....cakep pisan lah
positive,"Bener kata pepatah Yess, Buah Jatuh gak Jauh dari PohoN nya... Cantik Nya dapet dari Mama_Nya, Suara Bagus dan Pinter nyanyi dari darah seni Papa Nya.. #calon generasi hebat di masa depan"
positive,"Bahagianya punya anak cantik berbakat, bersyukur bnr dapat titipan demikian indah"
positive,Semoga di berikan kesehatan dan rezeki yg berlimpaah pak ??
positive,Semoga selalu sehat dan dimurahkan rejekinya ya Pak
positive,"Pria setia, pekerja keras tdk malu pilih-pilih cari nafkah sangat sedikit sekali yang banyak kebalikan..beda bgt sama seseorang yang kenal. Mentang2 ganteng, milih nganggur ketimbang jd ojol. Udh gitu istri diselingkuhin lagi. Baik kalo ada maunya ????"
positive,"Doa istri dan anak menyertaimu bang... lelaki yg bertanggung jawab itu sangat PERLU, karna kalo laki2 tanggung jawab otomatis dia akan sayang dgn anak dan istri. Beda dgn sayang yg belum tentu bertanggung jawab ??????"
positive,Ya Allah bahagia itu gak harus dgn cara yg mewah sesederhana begini aj deh bahagia bisa komunikasi dgn keluarga ??
positive,"Mereka hanya mencari rejeki utk keluarganya, kalau ada yg merasa tdk berkenan tolong jangan menggunakan kekerasan"
positive,"Salut sekali Banting tulang demi menghidupi keluarga.yg duduk di bangku empuk,pakai AC Malah merampok.yg milih rakyat jelata lagi"
positive,"Amin, smg selalu di lancarkan n di mudahkan rejeki nya.. jd inget waktu suami sy jg gojek dulu, srg nlp nanyain anak istri nya udah mkn atau blm.. pdhl mgkn dia sendiri entah sempet mkn atau ngga, walaupun hujan2an n panas2an tp ga penh mengeluh.. selalu menyempatkan komunikasi n ttp keep in touch di sela2 kesibukannya. Bangga n ttp berjuang y ms gojek krn anak n istri selalu mendoakan yg terbaik.."
positive,"Respect dengan istri n anak2 nya yg menunggu dengan sabar dirumah insya Allah ,Allah swt selalu menjaga nya."
positive,"Laki-laki yang beneran berjuang unt anak istri, membahagiakan istri insyaallah di dunia mendapat rejeki yg ga disangka-sangka di akherat akan ada surga kelak amiin"
positive,"Bangga sama suami yg selalu ingat istri disela waktunya, apapun profesimu... Kaulah juaranya. Sehat terus pak gojek, semoga lacar rejekimu. Amiiin...."
positive,Apaoun pekerjaannya yg penting halal u tuk menafkahi keluarga ... Semangat pak
positive,Gojek itu mayoritas pegangguran yang lama gak kerja trus hampir putus asaa tapi tibatiba ada lapangan pekerjaan yang gak harus pake ijasah terakhir.. ini sungguh lapangan kerja yang sangat membantu sekali menurut saya ??
positive," <USERNAME> aslinya cantik dan ayu loh mbak krn aku sudah bertemu langsung juga sesembaknya sangat ramah tidak sombong seperti mantan2 yg lain hhe maaf ikut nimbrung ,kalo makeup dibuat senatural mungkin krn sesembaknya memang mau menonjolkan wa"
positive," <USERNAME> suami saya seumuran sama saya mba, malah tuaan saya beberapa bulan tapi alhamdulillah suami saya gak kekanak kanakan hehe"
positive,Keren banget fotonya!
positive,Suka banget sama gaya kamu!
positive,"Foto ini bikin mood aku bagus, terimakasih!"
positive,"Wow, cantiknya ga ketulungan!"
positive,"Senyummu itu loh, penuh kebahagiaan!"
positive,Foto yang luar biasa! __
positive,"Kreatif banget, suka deh!"
positive,Inspiratif! Semoga aku bisa sekeren kamu.
positive,Aku suka banget dengan captionnya!
positive,"Mata kamu itu loh, bikin melting! __"
positive,"Wah, ini beneran foto atau lukisan? Keren parah!"
positive,Kamu selalu tahu cara membuat hariku lebih cerah!
positive,Sumpah ini foto keren abis!
positive,"Aku suka gaya fashionmu, keren banget!"
positive,Warna-warna di foto ini sangat menyenangkan mata!
positive,Pose kamu tuh selalu pas!
positive,"Gak kebayang deh, setiap foto pasti selalu kece!"
positive,"Kamu inspirasi banget buat aku, terimakasih!"
positive,Kok bisa sekeren ini sih? __
positive,Terimakasih udah berbagi momen indah ini!
positive,Semoga harimu seceria foto ini!
positive,Kamu itu seniman sejati!
positive,"Aduh, suka banget sama gaya rambut kamu!"
positive,Foto ini beneran bikin mood aku naik!
positive,"Wajahmu itu loh, gak ada yang bisa nandingin!"
positive,"Gaya kamu itu selalu kece, nggak pernah gagal!"
positive,Makin lama makin keren aja fotonya!
positive,"Kamu punya talenta yang luar biasa, terus berkarya!"
positive,"Warna kulitmu tuh alami banget, cantik!"
positive,Suka banget sama filter yang kamu pake!
positive,Foto ini beneran bikin aku senyum-senyum sendiri!
positive,"Gak bosan-bosan deh liat fotomu, selalu fresh!"
positive,"Pandangan matamu itu loh, kayaknya bisa bikin jatuh hati!"
positive,Kamu tuh bener-bener punya bakat fotografi!
positive,Setiap postinganmu selalu ditunggu-tunggu!
positive,Kenapa sih kamu selalu keren?
positive,Kamu itu kayaknya bisa bikin seni dari apa aja deh!
positive,"Aduh, keren banget sih, gak bisa berkata-kata!"
positive,Kamu emang jago banget pilih angle foto!
positive,Foto ini tuh beneran instagramable!
positive,"Pas banget captionnya, ngena banget!"
positive,Aku tuh kalo liat fotomu jadi pengen belajar foto juga!
positive,"Gak bisa dibayangkan deh, seberapa kreatifnya kamu!"
positive,"Kamu itu emang punya keunikan sendiri, keren!"
positive,"Wah, senyumnya itu lho, jadi daya tarik sendiri!"
positive,Kamu punya kemampuan buat bikin orang senang!
positive,Terimakasih udah selalu berbagi kebahagiaan!
positive,Setiap postinganmu selalu bener-bener hits!
positive,"Suka banget sama pemilihan warnanya, matching banget!"
positive,Foto ini sukses bikin aku jatuh cinta!
positive,Kamu itu kayaknya beneran hidup di dunia dongeng ya?
positive,"Wah, keren banget! Gak kebayang deh gimana rasanya jadi kamu!"
positive,"Warna langitnya itu loh, indah banget!"
positive,Foto ini beneran mood booster!
positive,"Pose kamu tuh selalu natural, suka!"
positive,"Gak bisa berkata-kata lagi, keren banget!"
positive,"Senyum kamu itu lho, bikin hati adem!"
positive,Aku suka banget sama konsep fotonya!
positive,Ini beneran foto impian!
positive,"Wah, ini bukan foto biasa, ini seni!"
positive,"Cantiknya nggak ketulungan, beneran!"
positive,Kamu emang punya talenta yang luar biasa!
positive,"Kreatif banget sih, suka deh!"
positive,"Pose kamu selalu pas banget, gak pernah salah!"
positive,"Gak bisa berkata-kata lagi deh, terlalu keren!"
positive,"Setiap detailnya itu loh, bikin foto jadi istimewa!"
positive,"Foto ini kaya berasa di surga, cantik banget!"
positive,"Wajahmu itu loh, gak ada yang bisa tandingin!"
positive,Kamu tuh kaya beneran model profesional!
positive,Terimakasih udah bikin hari-hari aku lebih berwarna!
positive,Gak pernah kecewa liat postinganmu!
positive,"Wah, keren banget! Gak kebayang deh gimana prosesnya!"
positive,"Suka banget sama gaya pakaianmu, kece!"
positive,Terimakasih udah selalu inspiratif!
positive,Foto ini sukses buat aku pengen kesana!
positive,"Pose kamu itu loh, selalu berhasil curi perhatian!"
positive,Kamu itu emang bener-bener pinter foto!
positive,"Aku suka banget sama tema fotonya, kreatif banget!"
positive,"Ini beneran masterpiece, keren abis!"
positive,Warna-warna di foto ini tuh bener-bener matching!
positive,"Gak bisa berhenti ngeliatin fotomu, keren banget!"
positive,"Senyum kamu itu lho, bikin hari-hari jadi lebih cerah!"
positive,"Foto ini beneran mood booster, makasih ya!"
positive,Kamu itu kayaknya bisa bikin indah apa aja deh!
positive,Gak heran sih kalau fotomu selalu jadi pusat perhatian!
positive,"Pose kamu itu lho, selalu on point!"
positive,"Ini bukan sekadar foto, tapi karya seni yang hidup!"
positive,"Aduh, serius deh, ini bikin aku pengen jadi temanmu!"
positive,Fotomu selalu bikin aku pengen lebih kreatif!
positive,Warna-warna di foto ini tuh beneran eye-catching!
positive,"Bikin iri deh, fotomu selalu kece tanpa usaha!"
positive,Kamu itu punya bakat istimewa dalam memotret!
positive,Foto ini kayaknya bisa jadi cover majalah fashion!
positive,"Senyum kamu itu lho, bikin aku senyum juga!"
positive,"Gak kebayang deh, seberapa banyak talenta yang kamu punya!"
positive,Setiap postinganmu tuh selalu bikin aku terinspirasi!
positive,"Wajahmu itu loh, gak ada yang bisa nandingin!"
positive,"Pose kamu tuh selalu natural, gak terlihat dipaksakan!"
positive,Foto ini beneran bikin aku kagum sama kemampuanmu!
positive,Terimakasih udah berbagi keindahan melalui fotomu!
negative,Komentar
negative,"Foto ini jelek banget, nggak masuk akal!"
negative,Pose kamu malah bikin miris liatnya.
negative,Gak nyambung antara caption sama fotonya.
negative,"Bikin pusing aja liat fotomu, gak ada seninya!"
negative,Mending gak usah di-post kalau fotonya sejelek ini.
negative,"Gaya kamu itu lho, aneh banget!"
negative,"Bukannya bikin senyum, malah bikin males liatnya."
negative,"Ini nggak banget, nggak tau deh kenapa di-post."
negative,"Filternya aneh banget, bikin wajahmu kayak hantu!"
negative,Gak kebayang siapa yang mau liat foto jelek begini.
negative,Kamu ini bener-bener gak punya selera fotografi!
negative,"Terlalu alay, fotomu gak masuk akal sama sekali."
negative,Kenapa muka kamu kayak gitu? Bikin ngeri!
negative,"Foto ini kok bikin mata gatal ya, gak nyaman liatnya."
negative,"Gak ngerti deh, apa yang kamu pikirkan waktu moto ini."
negative,"Gak kebayang deh, ada yang suka sama fotomu yang aneh ini."
negative,"Captionnya ngenes banget, fotonya lebih ngenes!"
negative,"Wajahmu itu lho, bikin gak mood!"
negative,"Bukan hate sih, tapi ini beneran gak bagus."
negative,Ini foto apa seni rupa? Gak ngerti deh maksudnya.
negative,"Bikin mual aja liat fotomu, gak estetik sama sekali."
negative,Gak tau deh siapa yang bilang kamu fotogenik.
negative,"Pose kamu malah bikin kesel liatnya, gak keren sama sekali."
negative,Kamu mendingan belajar dulu deh cara motret yang bener.
negative,Kurang kerjaan banget sih posting foto beginian.
negative,Ini beneran foto apa cuma iseng doang?
negative,"Wajah kamu itu lho, gak ada yang istimewa!"
negative,"Harusnya malu sih, ngeliatin orang liat foto jelek begini."
negative,Kok bisa sih bikin foto sejelek ini?
negative,"Keren apa? Ini gak keren, malah aneh!"
negative,"Foto ini bikin gak mood, serius deh!"
negative,Kamu tuh kayaknya gak punya bakat fotografi.
negative,"Ini bukan fotografi, tapi cacatan sembarang."
negative,Gak tau deh ini foto atau rekayasa visual.
negative,"Bikin bingung aja, apa yang kamu pikirkan waktu moto ini."
negative,"Pose kamu aneh banget, gak tau malu ya?"
negative,"Filternya bikin wajahmu kayak alien, serem!"
negative,"Bukan jealous, tapi ini beneran jelek!"
negative,Fotonya ini bisa bikin orang ilfil liatnya.
negative,"Wajahmu kok kayaknya gak sehat ya, gak segar."
negative,"Foto ini bikin gak nyaman lihatnya, jujur aja."
negative,Jangan harap ada yang like foto jelek begini.
negative,Pose kamu tuh gak cocok sama siapa-siapa.
negative,"Bikin gak mood aja liat fotonya, nggak banget!"
negative,Kamu ini beneran gak punya taste.
negative,"Bukan bermaksud jahat, tapi ini gak bagus."
negative,Gak tau deh ini foto atau cuma iseng.
negative,"Ini nggak layak buat di-like, gak estetik!"
negative,Gak tau deh siapa yang mau ngeliatin foto aneh begini.
negative,Foto ini bikin gak mood sehari penuh!
negative,"Gak ada yang spesial dari foto ini, biasa aja."
negative,"Bikin gak mood aja, apa lagi yang mau diomongin."
negative,Ini kayaknya lebih cocok buat dihapus dari akunmu.
negative,"Fotonya gak kreatif, cuma bikin sebel aja."
negative,"Wajahmu itu lho, gak ada yang istimewa!"
negative,"Bukan nge-hate sih, tapi emang jelek banget."
negative,Kamu ini fotonya gak masuk akal sama sekali.
negative,"Bikin kesel liatnya, gak ngerti deh maksudnya."
negative,"Ini kayaknya bukan foto, tapi mungkin meme ya?"
negative,"Pose kamu malah bikin aneh, gak keren sama sekali."
negative,Kamu mendingan belajar lagi deh motret yang bener.
negative,"Bukan berarti iri, tapi ini emang jelek."
negative,Gak usah di-post kalau fotonya gak nyambung.
negative,"Foto ini bukan cuma jelek, tapi bikin bingung juga."
negative,"Ini bukan fotografi, tapi lebih kayak kecelakaan visual."
negative,Gak tau deh ini foto atau cuma iseng doang.
negative,"Gak banget, bikin gak mood aja."
negative,"Kamu ini fotonya gak masuk akal, gak tau deh kenapa."
negative,"Pose kamu itu lho, gak ada yang nyambung sama sekali."
negative,"Ini bukan seni, tapi lebih mirip cacatan sembarang."
negative,"Bukan jealous sih, tapi ini emang gak bagus."
negative,Kenapa sih kamu suka nge-post foto jelek begini?
negative,"Foto ini kayaknya bukan buat diposting, deh."
negative,Pose kamu tuh gak pas sama apapun.
negative,"Gak banget deh fotonya, nggak nyambung sama sekali."
negative,Gak tau deh siapa yang mau ngeliatin foto aneh begini.
negative,"Bukannya jelek-jelekin, tapi ini beneran nggak bagus."
negative,"Foto ini bikin bingung, gak tau deh maksudnya apa."
negative,"Bikin gak mood aja, gak tau deh apa yang kamu pikirkan."
negative,"Pose kamu tuh gak enak dilihat, malah bikin ngilu."
negative,"Wajahmu kok kayaknya gak ceria ya, gak nyambung sama caption."
negative,"Ini bukan foto, tapi lebih mirip hasil kecelakaan."
negative,Gak usah di-post kalau fotonya gak enak dipandang.
negative,"Filternya bikin wajahmu jadi aneh banget, serem!"
negative,"Gak tau deh, mungkin ini salah satu foto terburuk yang pernah aku lihat."
negative,"Fotomu ini gak banget, bikin ngeri liatnya."
negative,"Pose kamu itu malah bikin heran, gak matching sama sekali."
negative,"Wajahmu kok keliatan capek banget, bikin down mood!"
negative,"Foto ini lebih cocok jadi bahan meme deh, nggak serius banget."
negative,Kamu ini kayaknya gak paham konsep fotografi ya?
negative,"Bikin bingung aja, kenapa sih kamu suka motoin yang aneh-aneh?"
negative,Pose kamu tuh malah bikin wajahmu keliatan aneh.
negative,Jangan heran kalau gak ada yang like foto jelek kayak gini.
negative,"Bukannya jelek-jelekin, tapi ini emang bikin gak enak aja liatnya."
negative,"Gak ngerti deh, foto ini bikin gak nyaman."
negative,"Pose kamu itu lho, gak ada yang bisa ngertiin."
negative,Foto ini gak layak dipajang di timeline siapa-siapa.
negative,"Emang sih, setiap orang punya selera, tapi ini beneran nggak bagus."
negative,"Ini bukan karya seni, tapi lebih kayak bahan candaan."
